Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Dirk Nowitzki,27,DAL,PF,23,23,983,26.8,.596,.160,.547,5.6,28.0,16.5,12.6,1.4,1.2,8.6,26.9,3.8,1.6,5.4,.263,7.8,1.5,9.2,2.8,,nowitdi01
2,Dwyane Wade,24,MIA,SG,23,23,959,26.9,.593,.084,.567,3.6,12.7,8.4,27.9,2.8,2.3,14.0,31.7,2.8,2.0,4.8,.240,6.5,2.8,9.3,2.7,Finals MVP-1,wadedw01
3,Antoine Walker,29,MIA,PF,23,23,862,10.6,.500,.523,.191,2.3,14.9,8.9,11.0,1.4,0.8,13.3,19.5,-0.2,1.4,1.2,.067,0.5,0.2,0.7,0.6,,walkean02
4,Shawn Marion,27,PHO,PF,20,20,849,20.9,.561,.210,.201,8.2,24.4,16.4,5.8,2.3,1.9,5.7,21.3,1.7,1.0,2.7,.154,3.0,0.5,3.5,1.2,,mariosh01
5,Jason Terry,28,DAL,PG,22,22,844,16.1,.520,.274,.192,1.7,7.7,4.6,18.0,1.7,0.1,9.9,24.4,1.0,0.9,1.9,.107,2.6,-0.2,2.4,0.9,,terryja01
6,Josh Howard,25,DAL,SF,23,23,824,16.3,.545,.210,.320,5.8,19.7,12.5,6.8,1.5,1.4,12.9,22.8,0.9,1.2,2.1,.120,1.7,0.7,2.5,0.9,,howarjo01
7,Steve Nash,31,PHO,PG,20,20,798,21.3,.615,.299,.313,1.4,9.4,5.5,40.3,0.5,0.4,16.8,23.5,2.5,0.1,2.6,.153,5.2,-1.5,3.7,1.1,,nashst01
8,Boris Diaw,23,PHO,PF,20,20,796,18.8,.571,.024,.304,5.9,13.9,10.0,20.9,1.2,2.0,14.4,22.6,1.4,0.4,1.8,.108,2.3,0.8,3.1,1.0,,diawbo01
9,Shaquille O'Neal,33,MIA,C,23,23,759,19.9,.571,.000,.625,12.3,22.4,17.6,10.5,0.8,3.7,18.6,28.5,0.1,1.5,1.6,.103,1.0,-0.1,1.0,0.6,,onealsh01
10,Tayshaun Prince,25,DET,SF,18,18,745,17.0,.560,.199,.329,6.8,10.1,8.4,13.8,0.9,1.6,10.5,19.3,1.4,0.9,2.3,.148,3.3,0.8,4.1,1.2,,princta01
11,Jerry Stackhouse,31,DAL,SG,22,1,711,12.6,.489,.236,.268,3.3,7.4,5.3,13.5,0.9,0.7,10.7,22.6,0.3,0.6,0.9,.064,1.2,-1.1,0.1,0.4,,stackje01
12,Chauncey Billups,29,DET,PG,18,18,705,19.1,.577,.410,.507,1.2,9.7,5.3,30.9,1.8,0.2,13.3,22.3,1.8,0.9,2.7,.184,3.6,0.8,4.4,1.1,,billuch01
13,Richard Hamilton,27,DET,SG,18,18,690,15.0,.509,.129,.368,2.7,6.6,4.6,14.4,1.4,0.6,9.8,28.1,0.5,0.8,1.3,.090,0.8,-0.5,0.3,0.4,,hamilri01
14,Jason Williams,30,MIA,PG,23,23,686,10.9,.522,.514,.243,0.5,7.1,4.0,21.4,1.2,0.0,15.0,16.7,0.5,0.9,1.3,.091,0.0,-0.7,-0.7,0.2,,willija02
15,Raja Bell,29,PHO,SG,17,17,673,12.1,.634,.521,.248,1.4,7.0,4.3,7.9,0.8,0.4,5.2,13.5,1.4,0.1,1.4,.103,0.6,0.0,0.6,0.4,,bellra01
16,Udonis Haslem,25,MIA,PF,22,22,650,11.5,.536,.007,.400,9.4,19.7,14.8,4.3,1.1,0.9,14.9,15.1,0.4,1.1,1.5,.112,-1.3,0.4,-0.9,0.2,,hasleud01
17,Ben Wallace,31,DET,C,18,18,642,12.4,.420,.014,.930,11.0,25.5,18.0,7.8,2.1,2.8,13.0,8.7,0.2,1.4,1.5,.114,-0.3,2.2,1.9,0.6,,wallabe01
18,Tim Thomas,28,PHO,PF,20,14,636,16.7,.625,.491,.223,3.1,20.4,11.8,6.1,1.5,0.9,8.3,19.5,1.2,0.5,1.7,.131,1.5,1.2,2.7,0.8,,thomati01
19,Leandro Barbosa,23,PHO,SG,20,3,632,13.6,.579,.315,.265,1.0,5.0,3.0,13.1,1.2,0.5,10.6,20.4,0.8,0.1,0.9,.069,0.1,-0.5,-0.4,0.2,,barbole01
20,Rasheed Wallace,31,DET,PF,18,18,628,13.1,.512,.354,.247,3.2,19.6,11.1,9.9,0.9,1.9,9.2,21.1,0.2,1.0,1.2,.093,0.1,0.6,0.7,0.4,,wallara01
21,James Posey,29,MIA,SF,22,1,607,11.5,.614,.728,.325,3.1,20.6,12.2,5.1,1.5,0.3,7.8,11.1,1.0,1.1,2.1,.163,0.9,2.0,2.9,0.7,,poseyja01
22,LeBron James,21,CLE,SF,13,13,604,23.2,.557,.205,.384,4.4,16.2,10.3,28.1,1.7,1.3,15.3,33.5,1.0,0.7,1.7,.135,6.3,1.2,7.5,1.4,,jamesle01
23,Gary Payton,37,MIA,PG,23,0,560,8.6,.524,.500,.216,1.3,6.9,4.2,10.1,2.2,0.4,12.4,12.3,0.2,0.9,1.1,.094,-1.7,1.5,-0.2,0.3,,paytoga01
24,Devin Harris,22,DAL,PG,23,15,558,11.7,.531,.047,.433,3.2,5.4,4.2,15.1,1.7,0.4,17.1,20.4,0.1,0.6,0.7,.063,-1.2,-0.3,-1.6,0.1,,harride01
