Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Paul Pierce,30,BOS,SF,26,26,990,17.4,.570,.322,.478,2.7,13.5,8.2,22.5,1.6,0.7,15.5,25.8,1.6,1.3,3.0,.145,2.6,1.0,3.6,1.4,Finals MVP-1,piercpa01
2,Ray Allen,32,BOS,SG,26,26,987,14.9,.576,.447,.296,3.2,9.2,6.2,12.7,1.4,0.7,9.8,19.0,2.0,1.1,3.1,.152,2.2,0.8,3.0,1.3,,allenra02
3,Kevin Garnett,31,BOS,PF,26,26,987,23.0,.542,.018,.265,9.3,25.3,17.5,18.4,2.0,2.5,10.1,26.6,2.1,2.0,4.1,.199,4.3,2.3,6.6,2.1,,garneke01
4,Kobe Bryant,29,LAL,SG,21,21,863,25.0,.577,.229,.419,2.5,13.0,8.0,26.9,2.1,0.7,11.3,33.0,2.4,0.8,3.2,.178,6.5,0.8,7.4,2.0,,bryanko01
5,Pau Gasol,27,LAL,C,21,21,836,18.9,.568,.000,.391,8.0,18.7,13.6,16.7,0.7,3.6,12.4,19.6,1.6,0.9,2.5,.146,3.3,0.9,4.2,1.3,,gasolpa01
6,Rajon Rondo,21,BOS,PG,26,26,831,15.8,.454,.076,.259,6.0,10.1,8.1,36.3,3.0,0.8,13.8,19.7,0.7,1.3,2.1,.121,0.9,2.7,3.6,1.2,,rondora01
7,Lamar Odom,28,LAL,PF,21,21,786,15.9,.550,.050,.583,7.3,23.0,15.5,12.6,0.9,2.6,14.6,18.8,0.9,1.0,1.9,.113,1.2,1.0,2.2,0.8,,odomla01
8,Tayshaun Prince,27,DET,SF,17,17,671,14.1,.527,.120,.163,6.0,11.9,8.9,14.7,1.2,1.0,12.6,18.6,0.6,0.6,1.2,.088,1.4,-0.2,1.2,0.5,,princta01
9,Tim Duncan,31,SAS,C,17,17,666,21.9,.488,.017,.382,10.6,32.1,21.4,15.9,1.2,3.8,10.4,28.2,0.3,1.4,1.7,.123,2.6,2.3,4.9,1.1,,duncati01
10,Derek Fisher,33,LAL,PG,21,21,663,13.8,.604,.342,.500,0.4,7.6,4.1,11.8,3.4,0.3,10.1,13.8,1.1,0.7,1.8,.133,0.2,2.8,3.0,0.8,,fishede01
11,Richard Hamilton,29,DET,SG,17,17,656,20.0,.559,.091,.354,3.6,10.4,7.0,20.4,2.0,1.1,12.7,28.2,1.2,0.7,1.9,.140,3.1,0.7,3.8,1.0,,hamilri01
12,Tony Parker,25,SAS,PG,17,17,654,19.9,.549,.065,.304,1.8,9.3,5.6,31.6,1.3,0.1,12.6,29.0,1.0,0.7,1.7,.122,2.6,0.6,3.2,0.9,,parketo01
13,Kendrick Perkins,23,BOS,C,25,25,631,13.1,.621,.009,.557,10.5,19.8,15.2,3.4,1.3,4.4,19.0,12.4,0.7,1.2,1.9,.145,-1.6,2.2,0.6,0.4,,perkike01
14,Rasheed Wallace,33,DET,C,17,17,585,14.4,.511,.369,.192,4.1,19.6,11.7,8.6,1.8,4.6,11.6,20.9,0.1,1.0,1.1,.091,0.3,2.0,2.3,0.6,,wallara01
15,James Posey,31,BOS,PF,26,0,573,14.2,.637,.739,.336,2.7,17.5,10.2,8.0,2.5,1.2,9.3,12.7,1.2,1.0,2.2,.186,1.7,3.7,5.3,1.1,,poseyja01
16,Manu Ginóbili,30,SAS,SG,17,6,559,17.1,.570,.440,.332,2.9,10.3,6.6,21.6,1.0,0.7,15.0,26.8,0.7,0.6,1.3,.112,2.9,0.4,3.3,0.7,,ginobma01
17,LeBron James,23,CLE,SF,13,13,552,24.3,.525,.255,.607,3.4,19.3,11.2,40.5,2.3,2.6,13.4,34.7,1.0,1.2,2.2,.187,6.7,3.4,10.1,1.7,,jamesle01
18,Deron Williams,23,UTA,PG,12,12,513,21.6,.611,.306,.361,3.5,6.3,4.8,40.6,0.7,0.6,14.9,22.0,1.9,0.0,1.9,.182,7.4,-0.8,6.5,1.1,,willide01
19,Bruce Bowen,36,SAS,SF,17,17,508,7.0,.531,.581,.118,0.5,7.0,3.7,6.9,1.2,0.9,8.4,10.1,0.2,0.5,0.7,.068,-2.1,2.3,0.2,0.3,,bowenbr01
20,Chris Paul,22,NOH,PG,12,12,486,30.7,.565,.095,.357,3.7,9.8,6.8,50.1,3.2,0.4,7.9,27.8,2.4,0.5,2.9,.289,8.2,3.1,11.3,1.6,,paulch01
21,David West,27,NOH,PF,12,12,485,21.6,.522,.009,.251,4.9,18.4,11.8,12.2,1.5,4.2,7.9,26.5,0.7,0.7,1.4,.135,2.9,1.3,4.2,0.8,,westda01
22,Vladimir Radmanović,27,LAL,SF,21,21,481,11.7,.547,.517,.040,5.8,13.2,9.7,10.3,1.4,0.2,12.0,16.7,0.4,0.4,0.8,.076,0.8,0.0,0.7,0.3,,radmavl01
23,Chauncey Billups,31,DET,PG,15,15,480,20.8,.564,.372,.552,1.6,10.2,5.8,30.8,1.4,0.2,8.6,23.9,1.6,0.4,2.0,.202,5.2,0.0,5.2,0.9,,billuch01
24,Antonio McDyess,33,DET,PF,17,11,468,15.1,.575,.000,.235,12.9,21.4,17.1,6.0,1.2,1.4,13.2,15.9,0.8,0.7,1.4,.148,-0.2,0.3,0.1,0.3,,mcdyean01
25,Mehmet Okur,28,UTA,C,12,12,462,16.3,.527,.327,.282,8.2,27.7,17.6,8.2,0.9,1.4,9.8,19.1,0.7,0.4,1.2,.121,2.5,0.3,2.8,0.6,,okurme01
26,Sasha Vujačić,23,LAL,SG,21,0,456,10.7,.557,.572,.254,2.1,9.3,5.9,5.5,1.4,0.7,10.5,17.3,0.3,0.3,0.6,.066,0.4,-0.5,0.0,0.2,,vujacsa01
27,Peja Stojaković,30,NOH,SF,12,12,455,13.4,.583,.383,.203,1.5,14.3,8.0,2.0,0.7,0.2,5.2,16.3,0.7,0.3,1.0,.108,1.3,-1.0,0.3,0.3,,stojape01
28,Delonte West,24,CLE,PG,13,13,453,11.5,.551,.382,.373,2.1,9.6,5.8,21.7,1.8,1.1,20.0,16.8,0.2,0.7,0.9,.097,-0.8,1.3,0.5,0.3,,westde01
29,Carlos Boozer,26,UTA,PF,12,12,441,13.8,.462,.000,.306,10.6,28.5,19.2,13.3,0.7,0.4,14.8,25.1,-0.1,0.4,0.3,.029,-0.5,-1.4,-1.9,0.0,,boozeca01
30,Dwight Howard,22,ORL,C,10,10,421,23.2,.589,.000,.669,17.0,26.9,22.0,3.8,1.0,6.0,16.6,21.8,0.8,0.7,1.5,.172,2.1,0.8,2.9,0.5,,howardw01
31,Rashard Lewis,28,ORL,PF,10,10,417,18.3,.541,.417,.239,6.9,13.3,10.1,14.4,1.4,0.9,11.3,23.2,0.8,0.3,1.1,.130,3.7,0.3,4.0,0.6,,lewisra02
32,Tyson Chandler,25,NOH,C,12,12,412,15.7,.640,.000,.235,12.4,20.9,16.7,1.8,0.7,4.3,11.8,10.0,0.9,0.5,1.4,.165,0.4,-0.1,0.3,0.2,,chandty01
33,Hedo Türkoğlu,28,ORL,SF,10,10,399,15.3,.543,.248,.326,4.2,14.5,9.4,23.8,1.1,0.4,19.1,23.8,0.4,0.3,0.7,.082,0.9,0.1,1.0,0.3,,turkohe01
34,Zydrunas Ilgauskas,32,CLE,C,13,13,393,17.2,.533,.000,.314,10.0,20.5,15.1,11.2,0.7,3.1,11.6,21.9,0.5,0.7,1.2,.145,0.8,1.0,1.8,0.4,,ilgauzy01
35,Michael Finley,34,SAS,SG,17,11,391,8.8,.514,.486,.084,0.3,9.4,4.9,7.0,0.7,0.6,5.1,14.3,0.2,0.4,0.5,.066,-1.1,0.8,-0.3,0.2,,finlemi01
36,Andrei Kirilenko,26,UTA,SF,12,12,387,13.7,.510,.193,.307,4.3,8.0,6.1,12.5,2.5,4.3,12.2,17.3,0.3,0.4,0.7,.082,0.6,2.2,2.8,0.5,,kirilan01
37,Rodney Stuckey,21,DET,PG,17,2,380,14.5,.491,.060,.500,3.6,7.1,5.3,25.8,2.7,0.4,14.0,21.2,0.3,0.4,0.8,.095,0.1,1.2,1.2,0.3,,stuckro01
38,Wally Szczerbiak,30,CLE,SF,13,13,374,9.2,.510,.496,.224,1.3,6.3,3.7,9.7,0.3,0.2,6.8,18.8,0.3,0.3,0.7,.085,-0.6,-0.7,-1.3,0.1,,szczewa02
39,Jason Maxiell,24,DET,C,17,6,371,15.1,.608,.000,.500,7.1,16.3,11.6,7.2,2.3,4.9,12.3,11.8,0.5,0.6,1.2,.152,-0.2,3.4,3.2,0.5,,maxieja01
40,Jordan Farmar,21,LAL,PG,21,0,360,9.0,.488,.383,.139,2.4,8.0,5.3,11.7,1.0,0.8,12.2,17.8,-0.1,0.2,0.1,.013,-0.7,-1.2,-1.9,0.0,,farmajo01
41,Luke Walton,27,LAL,SF,21,0,353,13.2,.554,.268,.371,4.5,13.3,9.1,18.2,1.6,0.9,15.1,17.3,0.4,0.3,0.7,.099,-0.1,1.3,1.2,0.3,,waltolu01
42,P.J. Brown,38,BOS,PF,25,0,341,8.2,.545,.018,.446,6.7,14.9,10.9,5.6,0.8,2.5,15.2,11.2,0.3,0.5,0.7,.105,-3.5,2.4,-1.1,0.1,,brownpj01
43,Jameer Nelson,25,ORL,PG,10,10,333,18.2,.627,.363,.327,1.4,12.8,7.2,24.9,0.5,0.4,14.0,21.5,1.1,0.1,1.2,.173,2.2,0.3,2.6,0.4,,nelsoja01
44,Fabricio Oberto,32,SAS,C,17,9,331,9.4,.625,.000,.217,5.2,19.5,12.4,9.3,1.0,1.1,21.7,9.3,0.3,0.5,0.7,.107,-3.2,3.0,-0.2,0.2,,obertfa01
45,Ronnie Brewer,22,UTA,SG,12,12,305,17.2,.560,.061,.255,6.2,8.2,7.2,10.6,2.1,1.1,3.5,16.8,0.8,0.2,1.0,.154,2.1,2.0,4.0,0.5,,brewero02
46,Ben Wallace,33,CLE,PF,13,13,304,12.5,.490,.000,.606,12.5,21.2,16.8,8.3,1.5,3.9,14.3,7.6,0.3,0.6,0.9,.143,-0.6,2.8,2.2,0.3,,wallabe01
47,Keith Bogans,27,ORL,SG,10,0,293,7.6,.501,.662,.162,1.6,15.0,8.4,5.8,0.7,0.0,8.8,13.0,0.1,0.2,0.3,.050,-1.7,0.3,-1.4,0.0,,boganke01
48,Daniel Gibson,21,CLE,PG,11,0,284,12.3,.588,.538,.179,1.7,6.5,4.1,18.1,1.4,0.6,15.1,16.6,0.3,0.3,0.7,.111,0.6,0.6,1.3,0.2,,gibsoda01
49,Maurice Evans,29,ORL,SG,10,10,282,12.3,.621,.522,.116,3.0,7.4,5.2,4.0,1.6,0.3,11.0,13.8,0.4,0.1,0.6,.095,1.8,0.6,2.4,0.3,,evansma01
50,Morris Peterson,30,NOH,SG,12,12,277,11.4,.609,.500,.088,1.2,11.2,6.3,3.8,1.2,1.0,6.6,13.3,0.4,0.2,0.6,.102,-0.2,0.7,0.5,0.2,,petermo01
51,Al Horford,21,ATL,C,7,7,277,14.9,.525,.000,.375,10.0,22.3,16.3,18.5,0.6,1.9,15.2,17.0,0.3,0.1,0.4,.064,1.1,1.0,2.1,0.3,,horfoal01
52,Joe Johnson,26,ATL,SG,7,7,275,15.8,.540,.313,.287,4.1,7.9,6.1,23.2,0.4,0.0,11.0,25.2,0.5,-0.2,0.3,.060,4.3,-2.5,1.8,0.3,,johnsjo02
53,Leon Powe,24,BOS,C,23,1,270,14.6,.568,.000,.904,15.1,13.8,14.4,2.6,0.0,1.0,10.5,20.4,0.6,0.3,0.9,.162,-1.5,-2.1,-3.6,-0.1,,powele01
54,Kurt Thomas,35,SAS,PF,17,8,268,9.2,.472,.000,.100,11.2,24.9,18.1,3.7,0.4,1.6,15.1,15.4,-0.1,0.4,0.3,.057,-4.4,1.0,-3.4,-0.1,,thomaku01
55,Jannero Pargo,28,NOH,SG,12,0,265,15.6,.482,.371,.207,2.1,10.4,6.3,16.6,2.5,0.7,8.0,25.2,0.1,0.3,0.4,.064,1.2,1.2,2.3,0.3,,pargoja01
56,Sam Cassell,38,BOS,PG,21,0,264,6.2,.397,.252,.153,1.0,6.1,3.6,16.9,1.7,0.3,9.2,23.8,-0.4,0.3,-0.1,-0.022,-4.6,-0.1,-4.7,-0.2,,cassesa01
57,Joe Smith,32,CLE,PF,13,0,263,12.6,.514,.014,.297,9.0,18.8,13.8,4.5,1.1,2.3,6.7,16.2,0.3,0.5,0.7,.136,-2.3,0.8,-1.5,0.0,,smithjo02
58,Kyle Korver,26,UTA,SG,12,0,259,11.4,.560,.521,.342,2.2,9.7,5.8,4.2,0.8,2.6,8.7,16.1,0.4,0.1,0.5,.092,0.2,-0.1,0.1,0.1,,korveky01
59,Mike Bibby,29,ATL,PG,7,7,252,7.8,.455,.369,.492,1.5,9.1,5.4,16.7,0.9,0.6,14.1,17.4,-0.1,-0.1,-0.2,-0.039,-2.1,-2.9,-5.0,-0.2,,bibbymi01
