Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Jimmy Butler,33,MIA,PF,22,22,874,24.0,.565,.176,.421,6.0,12.6,9.3,25.1,2.3,1.6,7.3,29.1,2.4,1.1,3.5,.190,5.0,1.5,6.6,1.9,,butleji01
2,Bam Adebayo,25,MIA,C,23,23,850,15.8,.530,.009,.274,8.3,22.5,15.3,15.9,1.1,1.8,13.8,23.8,0.3,1.1,1.4,.077,-1.2,0.5,-0.7,0.3,,adebaba01
3,Jamal Murray,25,DEN,PG,20,20,799,21.6,.586,.363,.198,2.3,13.8,8.2,28.1,1.9,0.5,10.1,27.9,2.0,1.0,3.0,.181,4.1,0.7,4.8,1.4,,murraja01
4,Jayson Tatum,24,BOS,SF,20,20,799,22.6,.585,.406,.339,3.8,25.6,15.0,21.4,1.3,2.3,10.8,29.4,1.7,1.1,2.8,.168,4.0,1.3,5.3,1.5,,tatumja01
5,Nikola Jokić,27,DEN,C,20,20,789,31.2,.631,.184,.336,10.6,28.4,19.8,41.0,1.4,2.2,12.8,31.1,3.7,1.3,5.0,.305,9.1,3.7,12.8,3.0,Finals MVP-1,jokicni01
6,Jaylen Brown,26,BOS,SF,20,20,751,15.5,.570,.310,.203,3.9,12.9,8.5,15.0,1.4,0.9,14.2,27.9,0.2,0.6,0.8,.051,-0.4,-0.6,-0.9,0.2,,brownja02
7,Aaron Gordon,27,DEN,PF,20,20,713,14.1,.588,.236,.354,8.3,11.2,9.8,9.9,0.8,1.6,8.2,15.5,1.4,0.7,2.1,.142,0.4,-0.6,-0.2,0.3,,gordoaa01
8,Caleb Martin,27,MIA,SF,23,4,694,15.3,.657,.505,.170,4.4,16.4,10.3,7.8,1.5,1.3,9.8,15.9,1.2,0.8,2.0,.140,0.6,1.7,2.3,0.8,,martica02
9,Marcus Smart,28,BOS,PG,20,20,679,15.4,.592,.547,.291,3.6,9.7,6.7,21.3,1.9,0.7,15.2,19.8,1.0,0.6,1.6,.112,0.0,0.7,0.8,0.5,,smartma01
10,Gabe Vincent,26,MIA,PG,22,22,672,10.5,.535,.549,.138,1.3,4.0,2.6,17.1,1.4,0.6,10.6,19.5,0.3,0.5,0.7,.051,-1.9,0.4,-1.5,0.1,,vincega01
