Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Shaquille O'Neal,27,LAL,C,23,23,1000,30.5,.556,.000,.586,13.3,27.8,20.4,14.5,0.7,4.3,8.1,31.3,3.6,1.1,4.7,.224,8.0,0.2,8.1,2.6,Finals MVP-1,onealsh01
2,Jalen Rose,27,IND,SF,23,23,964,15.9,.533,.179,.340,1.2,10.9,6.2,14.8,0.9,0.8,10.0,24.6,1.5,0.4,1.9,.094,1.4,-0.8,0.5,0.6,,roseja01
3,Reggie Miller,34,IND,SG,22,22,892,21.8,.596,.382,.335,1.2,5.7,3.5,12.7,1.4,0.8,6.0,25.0,3.3,0.3,3.6,.195,5.5,0.1,5.7,1.7,,millere01
4,Kobe Bryant,21,LAL,SG,22,22,857,19.3,.517,.162,.320,3.4,9.9,6.6,19.8,2.0,2.9,10.9,26.7,1.5,0.5,2.1,.115,3.2,1.1,4.2,1.4,,bryanko01
5,Glen Rice,32,LAL,SF,23,23,766,12.1,.533,.294,.390,1.5,12.6,6.9,9.6,1.0,0.4,11.9,17.9,0.9,0.2,1.1,.067,-0.1,-0.7,-0.8,0.2,,ricegl01
6,Dale Davis,30,IND,C,23,23,714,16.4,.537,.000,.391,14.0,29.2,21.7,3.9,0.8,3.1,9.2,12.9,1.4,1.0,2.3,.157,0.9,0.3,1.2,0.6,,davisda01
7,Latrell Sprewell,29,NYK,SF,16,16,700,15.3,.491,.113,.331,2.1,9.7,6.0,17.0,1.5,0.6,10.8,25.0,0.2,0.7,1.0,.067,1.2,0.2,1.4,0.6,,sprewla01
8,Allan Houston,28,NYK,SG,16,16,654,13.8,.533,.162,.277,0.6,8.7,4.7,8.1,1.7,0.4,12.0,23.5,0.3,0.7,1.0,.071,0.4,0.1,0.5,0.4,,houstal01
9,Ron Harper,36,LAL,PG,23,23,643,13.6,.491,.215,.260,5.2,10.1,7.6,17.4,1.9,1.6,12.2,16.2,0.8,0.3,1.1,.080,-0.1,1.4,1.3,0.5,,harpero01
10,Mark Jackson,34,IND,PG,23,23,634,17.0,.493,.381,.176,2.3,13.5,8.0,45.6,1.6,0.2,18.5,17.4,1.1,0.4,1.5,.117,2.8,-0.3,2.5,0.7,,jacksma01
11,Robert Horry,29,LAL,PF,23,0,618,13.2,.514,.407,.393,6.9,16.2,11.4,13.8,1.7,2.4,15.0,14.7,0.8,0.5,1.2,.096,-0.3,2.1,1.8,0.6,,horryro01
12,Scottie Pippen,34,POR,SF,16,16,614,17.5,.522,.354,.354,4.6,19.0,11.8,20.8,2.9,0.9,13.9,21.2,0.8,1.0,1.8,.140,2.7,2.6,5.3,1.1,,pippesc01
13,Rasheed Wallace,25,POR,PF,16,16,605,19.4,.554,.058,.333,6.5,15.1,10.8,9.4,1.4,2.7,8.2,22.7,1.4,0.8,2.2,.172,3.2,1.2,4.3,1.0,,wallara01
14,Steve Smith,30,POR,SG,16,16,604,18.5,.636,.293,.431,2.7,5.7,4.2,13.7,1.8,0.5,11.1,19.6,1.9,0.5,2.5,.195,4.6,1.1,5.7,1.2,,smithst01
15,Larry Johnson,30,NYK,PF,16,16,589,11.4,.539,.217,.224,3.1,12.9,8.1,8.4,0.8,0.3,12.1,16.5,0.4,0.6,1.0,.084,-0.4,0.0,-0.4,0.2,,johnsla02
16,Arvydas Sabonis,35,POR,C,16,16,493,14.9,.528,.140,.327,4.9,22.6,13.8,11.7,1.6,2.2,13.2,19.6,0.5,0.8,1.2,.121,0.4,1.5,1.9,0.5,,sabonar01
17,Austin Croshere,24,IND,PF,23,2,490,17.5,.565,.242,.569,7.6,18.4,13.1,6.5,1.0,2.3,11.6,20.9,1.1,0.4,1.5,.149,1.4,0.1,1.5,0.4,,croshau01
18,Travis Best,27,IND,PG,23,0,463,17.0,.514,.168,.246,3.9,10.5,7.3,25.5,2.2,0.6,11.2,22.9,0.8,0.4,1.2,.120,1.0,1.0,2.0,0.5,,besttr01
19,Rik Smits,33,IND,C,22,21,461,17.2,.537,.005,.193,6.3,13.5,10.0,9.1,1.2,3.1,10.7,25.9,0.6,0.4,1.0,.102,-1.2,0.7,-0.6,0.2,,smitsri01
20,Patrick Ewing,37,NYK,C,14,14,461,17.9,.488,.000,.524,7.7,26.3,17.2,2.6,2.0,3.6,11.4,26.3,0.0,1.0,1.0,.105,0.0,1.4,1.4,0.4,,ewingpa01
21,Damon Stoudamire,26,POR,PG,16,16,447,12.1,.488,.222,.178,2.3,9.6,6.0,23.6,1.0,0.7,11.5,18.0,0.4,0.4,0.8,.084,-0.1,-0.2,-0.3,0.2,,stoudda01
22,Allen Iverson,24,PHI,SG,10,10,444,16.6,.472,.165,.388,3.5,7.1,5.3,20.3,1.5,0.2,10.3,32.0,0.3,0.0,0.4,.040,2.2,-1.5,0.7,0.3,,iversal01
23,Charlie Ward,29,NYK,PG,16,16,439,20.3,.614,.469,.186,3.1,15.1,9.2,28.7,2.9,0.9,14.1,16.6,1.2,0.8,1.9,.209,3.0,4.1,7.1,1.0,,wardch01
24,A.C. Green,36,LAL,PF,23,23,429,10.6,.449,.000,.256,11.2,14.6,12.8,4.4,1.7,0.6,8.2,11.5,0.4,0.2,0.6,.071,-1.4,0.1,-1.3,0.1,,greenac01
25,Jamal Mashburn,27,MIA,SF,10,10,423,13.1,.499,.210,.268,2.5,10.4,6.5,15.5,1.5,0.4,12.0,23.3,0.1,0.8,0.9,.105,0.5,0.1,0.6,0.3,,mashbja01
26,Sam Perkins,38,IND,PF,23,0,417,8.6,.481,.629,.200,4.9,15.5,10.3,3.7,0.5,1.0,6.5,13.9,0.3,0.2,0.5,.061,-0.5,-0.8,-1.4,0.1,,perkisa01
27,Brian Shaw,33,LAL,SG,22,1,408,13.5,.522,.449,.150,1.9,12.7,7.2,24.7,1.4,0.8,13.0,14.5,0.7,0.2,0.9,.101,0.5,1.8,2.4,0.4,,shawbr01
28,Marcus Camby,25,NYK,C,16,0,386,10.6,.386,.012,.360,11.1,23.3,17.3,2.7,1.2,5.0,10.7,14.8,-0.3,0.8,0.5,.064,-2.7,0.8,-2.0,0.0,,cambyma01
29,Karl Malone,36,UTA,PF,10,10,386,25.8,.584,.010,.399,6.1,20.9,13.7,19.0,1.0,1.4,10.4,32.3,1.2,0.3,1.6,.194,6.8,0.6,7.3,0.9,,malonka01
30,Anfernee Hardaway,28,PHO,SG,9,9,386,18.3,.531,.131,.428,3.8,8.3,6.0,25.3,1.9,1.7,12.7,22.8,0.7,0.5,1.1,.140,3.6,2.0,5.6,0.7,,hardaan01
31,Alonzo Mourning,29,MIA,C,10,10,376,23.8,.542,.006,.611,9.8,21.9,15.8,8.6,0.3,7.1,10.8,29.3,0.7,1.0,1.7,.217,3.7,1.8,5.5,0.7,,mournal01
32,Theo Ratliff,26,PHI,PF,10,10,374,17.0,.534,.000,.465,8.4,16.6,12.3,4.2,1.5,6.6,12.3,17.0,0.5,0.4,0.9,.112,-0.4,2.0,1.6,0.3,,ratlith01
33,Dan Majerle,34,MIA,SG,10,10,372,14.2,.583,.704,.197,1.6,20.8,11.2,15.5,3.2,0.2,12.5,11.7,0.5,1.0,1.5,.190,0.5,4.7,5.2,0.7,,majerda01
34,Bryon Russell,29,UTA,SF,10,10,371,14.2,.530,.395,.360,3.0,13.4,8.3,10.1,2.4,1.1,10.2,19.0,0.4,0.3,0.7,.091,0.6,0.9,1.6,0.3,,russebr01
35,Derrick McKey,33,IND,SF,23,0,352,7.2,.576,.188,.625,8.5,17.7,13.2,5.8,1.1,0.8,31.8,8.1,0.1,0.3,0.4,.057,-2.8,0.8,-2.0,0.0,,mckeyde01
36,Tyrone Hill,31,PHI,PF,10,10,352,15.4,.515,.010,.440,11.5,21.1,16.1,4.5,1.4,0.2,9.1,17.1,0.6,0.2,0.8,.114,-0.1,-0.5,-0.6,0.1,,hillty01
37,John Stockton,37,UTA,PG,10,10,350,18.4,.548,.202,.337,2.5,7.6,5.1,51.4,2.0,0.5,20.3,17.6,0.8,0.2,1.0,.132,3.5,0.1,3.5,0.5,,stockjo01
38,Chris Childs,32,NYK,PG,16,0,334,10.2,.528,.400,.400,0.4,12.6,6.6,20.7,1.2,0.0,14.5,14.8,0.3,0.4,0.7,.098,-3.1,1.3,-1.8,0.0,,childch01
39,Clifford Robinson,33,PHO,SF,9,9,333,14.3,.479,.276,.310,5.7,11.5,8.6,10.8,1.8,1.6,9.8,24.5,0.2,0.4,0.6,.088,1.5,0.4,1.8,0.3,,robincl02
40,Rick Fox,30,LAL,SF,23,0,331,10.3,.608,.534,.288,3.7,9.6,6.6,12.5,1.4,0.0,16.3,13.4,0.6,0.1,0.7,.095,-2.2,0.9,-1.2,0.1,,foxri01
