Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Moses Malone,25,HOU,C,21,,955,22.4,.537,.005,.481,14.3,22.6,18.2,6.2,0.7,2.1,10.1,26.3,2.4,1.0,3.5,.174,4.6,-1.7,2.9,1.2,,malonmo01
2,Robert Reid,25,HOU,SF,21,,868,16.7,.493,.007,.304,7.0,11.9,9.3,17.3,3.0,1.7,11.4,19.3,1.0,1.0,2.1,.115,2.2,1.8,4.1,1.3,,reidro01
3,Larry Bird,24,BOS,PF,17,,750,21.8,.532,.026,.272,7.6,26.7,17.6,20.8,2.6,1.3,15.0,23.2,1.4,1.7,3.1,.198,5.5,2.1,7.7,1.8,,birdla01
4,Billy Paultz,32,HOU,PF,21,,720,13.0,.475,.004,.195,8.0,15.7,11.7,7.4,0.9,2.2,9.2,17.6,0.5,0.6,1.2,.077,-0.3,-0.3,-0.6,0.3,,paultbi01
5,Scott Wedman,28,KCK,SF,15,,657,13.6,.477,.108,.189,2.8,12.7,7.7,15.7,1.4,0.7,10.8,25.1,-0.1,0.8,0.7,.052,0.3,-1.0,-0.7,0.2,,wedmasc01
6,Ernie Grunfeld,25,KCK,SF,15,,633,15.7,.547,.020,.333,2.0,9.7,5.8,23.0,2.5,0.9,15.7,19.7,0.7,0.8,1.5,.117,1.3,0.9,2.2,0.7,,grunfer01
7,Tiny Archibald,32,BOS,PG,17,,630,13.4,.527,.024,.445,1.1,3.7,2.5,24.0,1.0,0.0,16.5,20.2,0.8,0.4,1.3,.096,2.1,-2.2,-0.1,0.3,,architi01
8,Reggie King,23,KCK,PF,15,,620,18.9,.545,.004,.411,10.4,17.7,14.0,7.2,1.5,1.0,10.7,24.2,1.1,0.9,2.0,.152,2.7,-1.3,1.4,0.5,,kingre01
9,Tom Henderson,29,HOU,SG,21,,615,10.5,.488,.008,.212,2.5,8.0,5.1,23.6,1.4,0.1,19.1,12.5,0.3,0.3,0.6,.050,-1.1,-0.4,-1.5,0.1,,hendeto01
10,Cedric Maxwell,25,BOS,SF,17,,598,18.9,.644,.000,.506,11.8,11.3,11.6,11.2,1.0,1.5,16.8,18.0,1.8,0.7,2.5,.201,5.5,-0.2,5.3,1.1,Finals MVP-1,maxwece01
11,Julius Erving,30,PHI,SF,16,,592,20.6,.527,.003,.355,10.5,11.3,10.9,15.5,1.8,3.8,13.6,28.6,0.9,0.6,1.4,.117,4.6,0.2,4.8,1.0,,ervinju01
12,Caldwell Jones,30,PHI,C,16,,580,11.8,.612,.000,.442,7.6,21.9,15.1,6.3,0.6,3.0,22.5,10.6,0.5,0.6,1.1,.091,0.8,0.6,1.4,0.5,,jonesca01
13,Calvin Murphy,32,HOU,PG,19,,540,18.4,.549,.024,.209,1.4,3.8,2.5,19.2,2.5,0.0,11.8,28.4,1.0,0.3,1.4,.121,1.8,0.0,1.7,0.5,,murphca01
14,Sam Lacey,32,KCK,C,15,,533,14.7,.473,.021,.245,6.5,19.9,13.1,23.2,2.8,2.6,19.8,16.9,0.0,1.0,1.1,.096,0.1,3.1,3.2,0.7,,laceysa01
15,Maurice Cheeks,24,PHI,PG,16,,513,17.3,.585,.024,.336,0.9,9.9,5.6,32.4,3.8,1.3,20.1,14.7,0.9,0.6,1.5,.138,2.6,2.7,5.3,0.9,,cheekma01
16,Chris Ford,32,BOS,SG,17,,507,9.9,.490,.171,.171,3.0,6.7,4.9,12.5,1.4,0.1,10.8,14.6,0.4,0.5,0.9,.083,0.1,-0.3,-0.2,0.2,,fordch01
17,Robert Parish,27,BOS,C,17,,492,18.8,.521,.000,.265,11.8,20.7,16.4,6.0,2.1,4.5,15.3,24.7,0.4,1.1,1.4,.139,1.2,1.0,2.3,0.5,,parisro01
18,Lionel Hollins,27,PHI,PG,16,,490,11.3,.484,.007,.243,1.9,5.7,3.9,19.2,1.7,0.1,10.1,16.1,0.5,0.2,0.6,.063,0.1,-0.5,-0.4,0.2,,hollili01
