Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,LeBron James,22,CLE,SF,78,78,3190,24.5,.552,.191,.432,3.0,16.6,9.6,29.1,2.1,1.3,11.5,31.0,8.0,5.7,13.7,.206,5.9,2.2,8.1,8.1,MVP-5ASNBA2,jamesle01
2,Kobe Bryant,28,LAL,SG,77,77,3140,26.1,.580,.227,.437,2.8,13.5,8.2,25.5,1.8,0.9,10.9,33.6,10.8,2.2,13.0,.199,6.4,-0.5,5.9,6.1,MVP-3DPOY-24ASNBA1DEF1,bryanko01
3,Vince Carter,30,NJN,SG,82,82,3126,21.8,.559,.273,.360,4.3,14.2,9.3,25.1,1.4,0.8,10.5,30.8,7.4,3.1,10.5,.161,4.3,-0.4,3.9,4.6,AS,cartevi01
4,Elton Brand,27,LAC,PF,80,80,3077,23.1,.581,.001,.381,10.5,18.3,14.5,14.7,1.3,4.5,12.5,24.3,7.2,4.3,11.5,.180,3.4,0.8,4.2,4.8,,brandel01
5,Luol Deng,21,CHI,SF,82,82,3071,18.7,.560,.006,.295,5.5,15.9,10.8,11.8,1.6,1.2,10.0,22.2,5.7,5.6,11.3,.176,1.7,1.3,3.0,3.9,DPOY-20,denglu01
6,Andre Iguodala,23,PHI,SG,76,76,3062,18.1,.562,.156,.556,3.0,14.0,8.5,23.8,2.6,0.8,17.5,22.6,4.1,3.6,7.7,.120,1.3,1.1,2.4,3.4,DPOY-24,iguodan01
7,Rafer Alston,30,HOU,PG,82,82,3040,12.9,.496,.519,.174,1.1,9.5,5.3,24.1,2.2,0.3,13.4,19.4,1.7,4.9,6.6,.104,-0.7,1.3,0.6,2.0,,alstora01
8,Dwight Howard,21,ORL,C,82,82,3023,21.1,.619,.002,.763,11.8,28.9,20.5,9.5,1.2,4.2,21.4,22.7,3.9,5.8,9.7,.154,1.7,1.1,2.8,3.7,DPOY-16ASNBA3,howardw01
9,Ricky Davis,27,MIN,SF,81,81,3021,15.9,.566,.285,.262,2.2,10.1,6.2,21.9,1.4,0.6,14.7,21.9,3.9,1.9,5.7,.091,1.2,-0.7,0.5,1.8,,davisri01
10,Shawn Marion,28,PHO,SF,80,80,3010,20.8,.594,.235,.232,7.0,22.6,15.2,6.7,2.6,2.8,8.8,19.3,6.7,5.3,12.0,.191,2.4,1.9,4.4,4.8,DPOY-4AS,mariosh01
11,Tayshaun Prince,26,DET,SF,82,82,3001,16.0,.534,.211,.225,5.7,11.3,8.5,12.9,0.9,1.4,8.2,18.9,5.1,2.9,8.0,.128,2.1,-0.4,1.8,2.9,DPOY-11DEF2,princta01
12,Kevin Garnett,30,MIN,PF,76,76,2995,24.1,.546,.042,.371,7.5,30.8,19.5,19.5,1.6,3.2,11.6,27.4,5.7,4.9,10.7,.171,3.8,1.7,5.4,5.5,MVP-9DPOY-13ASNBA3DEF2,garneke01
13,Shane Battier,28,HOU,SF,82,82,2988,12.0,.589,.570,.173,2.6,10.4,6.5,9.2,1.4,1.5,9.3,12.1,4.4,4.6,9.0,.144,0.3,2.0,2.3,3.2,DPOY-5,battish01
14,Andre Miller,30,2TM,PG,80,79,2966,16.1,.520,.039,.311,3.9,10.1,7.0,34.3,1.9,0.3,17.7,19.2,3.5,2.4,5.9,.095,0.5,-0.3,0.2,1.7,,millean02
14,Andre Miller,30,DEN,PG,23,23,822,16.6,.526,.065,.343,3.5,10.7,7.1,38.7,2.2,0.3,19.7,18.5,1.1,0.8,1.9,.113,0.7,0.0,0.7,0.6,,millean02
14,Andre Miller,30,PHI,PG,57,56,2144,15.9,.518,.029,.300,4.0,9.8,6.9,32.7,1.8,0.2,16.9,19.4,2.3,1.6,3.9,.088,0.5,-0.4,0.1,1.1,,millean02
15,Deron Williams,22,UTA,PG,80,80,2950,17.1,.535,.235,.273,1.7,9.3,5.5,41.6,1.4,0.4,16.9,22.2,5.3,1.9,7.2,.117,2.6,-1.3,1.3,2.4,,willide01
16,Gilbert Arenas,25,WAS,PG,74,73,2942,24.0,.565,.377,.464,2.3,11.1,6.6,27.2,2.4,0.3,11.2,31.4,9.3,1.5,10.8,.177,5.5,-0.8,4.7,5.0,MVP-8ASNBA2,arenagi01
17,Jason Kidd,33,NJN,PG,80,80,2933,19.4,.516,.398,.253,5.5,20.8,13.2,41.4,2.3,0.6,17.4,19.4,5.1,4.1,9.3,.152,3.1,1.5,4.7,4.9,ASDEF2,kiddja01
18,Raja Bell,30,PHO,SG,78,78,2917,12.0,.562,.522,.160,2.0,7.7,5.0,9.5,0.9,0.5,7.5,17.0,4.2,1.6,5.8,.095,0.5,-0.6,-0.1,1.4,DPOY-23DEF1,bellra01
19,Eddy Curry,24,NYK,C,81,81,2849,17.0,.603,.001,.649,8.2,15.5,11.9,4.6,0.6,1.1,18.4,25.5,3.1,1.6,4.7,.079,-0.1,-1.8,-1.8,0.1,,curryed01
