Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Jeff Ruland,25,WSB,C,75,75,3082,19.6,.633,.007,.614,10.0,24.8,17.4,14.9,1.1,1.3,20.6,23.0,5.0,4.3,9.3,.144,1.9,0.7,2.6,3.6,MVP-9AS,rulanje01
2,Sidney Moncrief,26,MIL,SG,79,79,3075,19.8,.591,.016,.555,8.3,11.1,9.8,17.1,1.7,0.5,13.4,22.2,8.4,4.2,12.7,.198,3.7,0.4,4.1,4.7,MVP-8DPOY-1ASNBA2DEF1,moncrsi01
3,Norm Nixon,28,SDC,PG,82,82,3053,16.9,.501,.036,.213,2.1,5.4,3.8,41.1,1.5,0.1,15.6,21.5,5.1,0.3,5.4,.085,3.1,-2.2,0.8,2.2,,nixonno01
4,Larry Bird,27,BOS,PF,79,77,3028,24.2,.552,.047,.273,7.0,22.3,14.9,26.2,2.3,1.3,12.1,26.7,7.9,5.6,13.6,.215,5.6,2.0,7.6,7.3,MVP-1DPOY-12ASNBA1DEF2,birdla01
5,Rolando Blackman,24,DAL,SG,81,81,3025,19.8,.596,.008,.347,4.8,9.5,7.2,14.2,0.9,0.7,10.0,23.3,8.3,1.5,9.8,.155,3.6,-1.2,2.4,3.3,,blackro01
6,Isiah Thomas,22,DET,PG,82,82,3007,20.9,.520,.045,.365,3.5,8.2,5.8,41.5,3.1,0.6,15.4,25.4,5.7,3.4,9.1,.144,4.0,0.7,4.8,5.1,MVP-5ASNBA1,thomais01
7,Buck Williams,23,NJN,PF,81,81,3003,15.8,.556,.004,.538,13.3,24.9,19.0,5.8,1.3,2.4,17.1,18.3,2.4,4.9,7.3,.117,0.0,-0.2,-0.1,1.4,,willibu01
8,Jack Sikma,28,SEA,C,82,82,2993,19.7,.572,.002,.416,8.6,25.9,17.3,16.0,1.5,1.7,14.7,22.2,5.3,4.4,9.7,.156,1.7,1.2,2.9,3.7,AS,sikmaja01
9,Adrian Dantley,28,UTA,SF,79,79,2984,24.6,.652,.003,.658,6.7,9.0,7.9,16.2,0.9,0.1,12.4,28.2,13.0,1.6,14.6,.235,5.8,-1.5,4.2,4.7,MVP-7ASNBA2,dantlad01
10,Joe Barry Carroll,25,GSW,C,80,80,2962,16.8,.519,.001,.312,8.1,15.9,11.7,10.1,1.6,2.7,14.5,24.3,1.6,3.1,4.7,.077,0.3,-0.1,0.2,1.6,,carrojo01
11,Dominique Wilkins,24,ATL,SF,81,81,2961,19.2,.531,.008,.347,9.7,12.9,11.2,7.3,2.0,1.8,11.5,27.1,3.4,3.6,7.0,.113,2.2,-0.7,1.6,2.7,,wilkido01
12,Purvis Short,26,GSW,SF,79,76,2945,16.9,.529,.048,.295,6.3,10.1,8.1,13.0,1.6,0.2,11.8,25.6,4.1,1.9,6.0,.098,1.3,-1.3,0.0,1.5,,shortpu01
13,Eddie Johnson,24,KCK,SF,82,82,2920,16.6,.528,.041,.213,6.3,11.5,8.9,16.0,1.2,0.4,11.1,26.3,3.4,2.2,5.6,.093,1.3,-1.3,0.0,1.5,,johnsed03
14,Terry Cummings,22,SDC,PF,81,80,2907,19.8,.538,.002,.354,12.6,17.6,15.1,7.2,1.5,1.1,11.2,26.6,5.7,1.8,7.5,.123,2.0,-1.6,0.4,1.8,,cummite01
15,Mark Aguirre,24,DAL,SF,79,79,2900,23.5,.572,.032,.352,6.4,12.3,9.4,21.0,1.3,0.4,12.3,33.4,7.0,2.0,9.0,.149,5.0,-1.2,3.7,4.1,MVP-11AS,aguirma01
16,Larry Nance,24,PHO,PF,82,82,2899,19.4,.605,.007,.337,9.1,18.3,13.7,10.2,1.4,3.5,12.9,19.5,6.2,3.7,9.8,.163,2.2,0.9,3.1,3.8,DPOY-9,nancela01
17,Alex English,30,DEN,SF,82,77,2870,22.2,.570,.004,.249,7.7,9.3,8.5,20.9,1.3,1.7,10.5,27.9,7.2,1.0,8.2,.136,4.7,-1.4,3.4,3.9,AS,englial01
18,Robert Parish,30,BOS,C,80,79,2867,19.2,.584,.000,.323,10.0,23.5,17.0,7.0,0.9,2.3,12.4,21.3,5.7,4.8,10.5,.175,1.8,0.1,1.9,2.8,AS,parisro01
19,Bill Laimbeer,26,DET,C,82,82,2864,19.2,.590,.011,.350,11.8,26.0,18.6,6.8,0.8,1.6,11.1,18.2,7.3,3.5,10.8,.181,2.5,-0.7,1.8,2.7,MVP-12DPOY-12AS,laimbbi01
20,Mike Mitchell,28,SAS,SF,79,79,2853,17.1,.525,.009,.221,7.1,14.0,10.6,4.6,1.0,1.3,7.4,25.7,4.1,1.4,5.5,.092,0.5,-2.2,-1.7,0.2,,mitchmi01
21,Gus Williams,30,SEA,PG,80,80,2818,18.9,.506,.019,.303,2.7,5.5,4.1,36.2,3.2,0.5,13.5,25.2,3.0,2.9,5.9,.101,2.4,0.3,2.7,3.4,,willigu01
22,Rickey Green,29,UTA,PG,81,81,2768,18.0,.532,.019,.259,2.3,6.2,4.4,35.9,3.6,0.2,14.6,16.9,5.0,3.0,7.9,.138,1.8,1.2,3.0,3.5,MVP-13DPOY-8AS,greenri01
23,Kiki Vandeweghe,25,DEN,PF,78,71,2734,23.6,.618,.019,.362,3.1,11.4,7.2,13.1,0.8,1.0,7.7,27.8,9.7,0.6,10.3,.181,5.4,-1.8,3.6,3.9,AS,vandeki01
24,Dave Greenwood,26,CHI,PF,78,76,2718,13.5,.540,.001,.384,8.9,24.6,16.6,7.4,1.2,1.5,14.5,15.7,2.1,3.6,5.7,.101,-0.8,0.2,-0.6,0.9,,greenda01
25,Marques Johnson,27,MIL,SF,74,74,2715,19.4,.534,.010,.264,7.5,12.4,10.0,18.6,2.1,1.0,11.1,25.2,4.4,4.2,8.6,.152,2.9,0.7,3.6,3.8,MVP-14,johnsma01
26,T.R. Dunn,28,DEN,SG,80,74,2705,10.2,.523,.003,.392,7.4,15.1,11.1,9.1,2.8,0.6,18.3,7.4,2.0,2.1,4.1,.073,-0.8,1.2,0.4,1.6,DPOY-7DEF2,dunntr01
27,Greg Ballard,29,WSB,SF,82,82,2701,15.3,.515,.014,.196,6.1,15.0,10.5,16.5,1.7,0.7,11.0,20.5,2.4,3.2,5.6,.099,0.6,0.5,1.1,2.1,,ballagr01
28,Rick Mahorn,25,WSB,PF,82,82,2701,11.3,.536,.000,.317,7.3,24.5,15.9,6.7,1.1,2.6,17.1,13.1,0.7,4.1,4.8,.085,-2.5,1.4,-1.1,0.6,,mahorri01
29,Ralph Sampson,23,HOU,C,82,82,2693,20.1,.551,.003,.317,11.8,24.7,18.3,8.9,1.2,4.0,15.9,27.1,1.9,4.1,6.0,.108,0.5,0.4,0.9,2.0,ROY-1AS,sampsra01
30,Frank Johnson,25,WSB,PG,82,81,2686,13.6,.516,.051,.300,2.5,5.5,4.0,30.4,1.8,0.1,16.7,18.2,2.1,2.2,4.3,.076,0.0,-0.6,-0.6,1.0,,johnsfr01
31,Jim Paxson,26,POR,SG,81,81,2686,19.5,.573,.045,.310,2.9,4.8,3.8,14.1,2.2,0.2,8.6,24.7,7.5,1.9,9.5,.170,2.8,-0.5,2.2,2.9,ASNBA2,paxsoji02
32,Julius Erving,33,PHI,SF,77,77,2683,22.9,.562,.016,.365,8.3,14.1,11.2,19.3,2.5,3.0,13.0,27.2,5.6,4.5,10.1,.180,4.3,1.6,5.9,5.3,MVP-6ASNBA2,ervinju01
33,Clark Kellogg,22,IND,PF,79,79,2676,19.1,.561,.018,.285,9.5,20.1,14.8,13.7,2.1,0.6,14.0,24.1,3.2,3.8,7.0,.125,1.7,-0.1,1.6,2.5,,kellocl01
34,Dave Corzine,27,CHI,C,82,82,2674,13.5,.531,.011,.334,7.2,17.7,12.4,11.1,1.0,2.6,15.6,17.3,1.6,3.1,4.7,.084,-0.6,0.7,0.1,1.4,,corzida01
35,Bernard King,27,NYK,SF,77,76,2667,22.7,.619,.003,.403,5.6,12.3,9.0,11.1,1.4,0.4,10.7,28.7,8.6,3.5,12.1,.218,4.6,-0.2,4.5,4.3,MVP-2ASNBA1,kingbe01
36,Brad Davis,28,DAL,PG,81,81,2665,14.4,.593,.058,.366,1.8,6.3,4.1,27.1,1.7,0.3,18.0,14.4,4.8,1.5,6.2,.112,0.3,-0.5,-0.2,1.2,,davisbr01
37,Dennis Johnson,29,BOS,SG,80,78,2665,12.8,.515,.036,.376,3.8,7.9,6.0,16.6,1.7,1.2,14.4,18.4,2.5,3.2,5.7,.102,-0.5,0.6,0.1,1.4,DPOY-3DEF2,johnsde01
38,Darrell Griffith,25,UTA,SG,82,82,2650,16.1,.539,.177,.152,4.0,9.1,6.7,16.5,2.0,0.4,13.8,26.4,1.3,2.2,3.5,.063,0.4,-1.2,-0.7,0.9,,griffda01
39,Mychal Thompson,29,POR,C,79,74,2648,17.9,.561,.002,.429,10.2,20.8,15.4,15.9,1.5,2.4,17.5,20.4,3.6,3.3,6.9,.125,1.9,0.8,2.7,3.1,DPOY-12,thompmy01
40,Calvin Natt,27,POR,SF,79,74,2638,16.9,.633,.020,.403,7.3,14.3,10.7,9.3,1.2,0.5,14.1,17.9,6.3,2.1,8.4,.154,2.2,-0.7,1.5,2.3,DPOY-9,nattca01
41,Ricky Sobers,31,WSB,SG,81,81,2624,13.2,.514,.100,.237,2.3,5.7,4.0,22.2,2.2,0.4,15.3,23.6,0.4,2.5,2.9,.053,-1.3,-0.2,-1.6,0.3,,soberri01
42,Kareem Abdul-Jabbar,36,LAL,C,80,80,2622,21.3,.608,.001,.318,7.8,16.8,12.7,11.5,1.0,2.9,13.5,25.1,5.9,3.1,8.9,.163,2.8,0.2,3.0,3.3,MVP-4ASNBA1DEF2,abdulka01
