Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Andrew Wiggins,21,MIN,SF,82,82,3048,16.5,.534,.184,.345,3.8,8.8,6.3,10.6,1.4,0.8,9.4,29.0,3.3,0.9,4.2,.066,0.7,-2.4,-1.7,0.2,,wiggian01
2,Karl-Anthony Towns,21,MIN,C,82,82,3030,25.9,.618,.186,.289,11.2,27.8,19.4,13.2,0.9,2.9,11.3,27.5,9.9,2.8,12.7,.201,5.5,-0.7,4.7,5.2,,townska01
3,James Harden,27,HOU,PG,81,81,2947,27.4,.613,.493,.575,3.5,20.9,12.2,50.7,2.0,1.0,19.5,34.2,11.5,3.6,15.0,.245,7.5,1.2,8.7,8.0,MVP-2ASNBA1,hardeja01
4,Giannis Antetokounmpo,22,MIL,SF,80,80,2845,26.1,.599,.143,.486,5.9,22.6,14.3,26.6,2.3,4.7,13.3,28.3,7.9,4.5,12.4,.210,4.9,2.4,7.3,6.7,MVP-7MIP-1ASNBA2DEF2,antetgi01
5,John Wall,26,WAS,PG,78,78,2836,23.2,.541,.190,.367,2.4,10.6,6.5,46.9,2.7,1.4,16.2,30.6,5.8,3.0,8.8,.149,4.6,0.1,4.7,4.8,MVP-7ASNBA3,walljo01
6,Jimmy Butler,27,CHI,SF,76,75,2809,25.1,.586,.198,.540,4.9,13.2,9.0,24.8,2.6,0.9,9.3,26.5,10.1,3.8,13.8,.236,5.6,1.7,7.3,6.6,ASNBA3,butleji01
7,Harrison Barnes,24,DAL,PF,79,79,2803,16.3,.541,.173,.220,3.7,13.1,8.2,7.7,1.2,0.5,6.8,25.3,2.5,2.1,4.6,.078,0.4,-1.2,-0.8,0.8,,barneha02
8,Russell Westbrook,28,OKC,PG,81,81,2802,30.6,.554,.300,.433,5.4,28.8,17.1,57.3,2.3,0.9,15.9,41.7,8.5,4.6,13.1,.224,8.7,2.4,11.1,9.3,MVP-1ASNBA1,westbru01
9,CJ McCollum,25,POR,SG,80,80,2796,19.9,.585,.305,.204,2.4,9.1,5.7,18.0,1.3,1.2,9.9,27.5,6.2,1.4,7.6,.131,3.4,-1.4,2.0,2.8,,mccolcj01
10,LeBron James,32,CLE,SF,74,74,2794,27.0,.619,.254,.395,4.0,20.7,12.6,41.3,1.6,1.3,16.1,30.0,9.8,3.0,12.9,.221,6.4,1.2,7.6,6.7,MVP-4DPOY-5ASNBA1,jamesle01
